0 0 31 181 0 83 35 188 34 166 28 173 28 171 28 163 21 133 21 151 23 137 22 172 28 156 25 145 18 152 20 149 24 138 18 135 13 125 18 126 14 119 6 114 8 104 15 115 9 111 11 110 3 109 4 93 6 93 1 84 
1 32 248 366 131 239 248 364 221 330 240 357 225 353 217 334 185 297 229 349 194 309 231 357 209 319 206 342 205 313 205 327 200 311 201 331 177 284 182 291 176 290 189 325 154 261 168 280 162 284 167 317 163 272 143 253 145 257 158 288 
2 64 442 583 298 415 431 545 403 508 434 560 409 531 383 497 360 470 414 552 389 522 417 525 385 493 398 545 369 484 374 477 375 488 386 520 346 454 347 464 351 466 379 513 323 431 339 457 343 449 371 480 335 444 315 446 304 428 337 472 
3 96 633 761 499 618 597 713 564 684 627 749 588 700 564 671 541 663 623 739 577 692 581 701 553 675 612 733 543 658 533 644 549 667 573 727 511 650 515 631 535 656 569 709 495 608 509 620 520 635 537 669 503 622 503 605 478 586 529 655 
4 128 860 1009 688 804 791 924 767 879 848 987 777 883 740 865 744 862 842 971 766 850 785 908 758 866 834 965 738 832 709 835 742 841 825 939 722 823 704 826 739 834 773 927 683 781 696 799 706 820 735 851 691 808 694 794 659 796 722 863 
5 160 1104 1235 852 956 980 1118 945 1043 1057 1200 935 1059 941 1083 914 1020 1037 1164 903 1002 973 1099 935 1034 1020 1151 881 981 889 1000 893 1006 1016 1128 872 977 881 989 884 994 1004 1124 834 945 851 964 868 981 910 1048 856 968 844 958 845 960 921 1029 
6 192 1331 1444 1027 1149 1189 1294 1109 1233 1267 1400 1108 1221 1138 1257 1093 1223 1245 1381 1079 1190 1153 1270 1085 1207 1221 1376 1047 1173 1066 1177 1070 1192 1213 1343 1039 1159 1051 1165 1052 1183 1185 1339 1014 1123 1036 1149 1029 1145 1099 1229 1031 1142 1012 1132 1010 1113 1083 1194 
7 224 1501 1637 1204 1328 1360 1479 1323 1437 1465 1597 1285 1397 1306 1435 1293 1416 1433 1566 1268 1378 1325 1428 1263 1393 1425 1555 1229 1338 1249 1355 1247 1362 1418 1530 1211 1308 1233 1343 1241 1350 1392 1524 1181 1298 1225 1329 1200 1319 1299 1413 1197 1304 1209 1314 1161 1276 1256 1366 
8 256 1757 1890 1401 1528 1564 1717 1515 1620 1712 1850 1467 1581 1511 1624 1493 1604 1640 1773 1446 1551 1507 1615 1461 1567 1628 1758 1429 1547 1425 1575 1427 1536 1615 1733 1390 1520 1422 1532 1413 1527 1604 1729 1369 1483 1414 1521 1388 1491 1557 1721 1382 1507 1404 1499 1355 1466 1500 1626 
9 288 1944 2085 1591 1706 1771 1906 1674 1797 1930 2066 1645 1771 1678 1793 1661 1779 1865 1974 1621 1727 1670 1786 1616 1725 1859 1964 1604 1699 1632 1751 1594 1707 1801 1958 1570 1687 1591 1709 1586 1689 1797 1938 1534 1666 1584 1702 1545 1644 1783 1902 1560 1678 1548 1665 1520 1624 1701 1820 
